duration,depth,scramble,is_solved,solve_steps,solution
0.033476,4,11 9 4 7,1,49,
0.71462,4,9 9 0 10,1,444,
0.11518,4,10 3 7 9,1,123,
0.405209,4,10 10 2 10,1,340,
0.104124,4,0 2 11 6,1,101,
0.004709,4,11 1 10 10,1,7,
0.293526,5,6 7 3 6 5,1,335,
0.003042,5,6 11 0 0 7,1,4,
0.816964,5,9 6 9 6 11,1,676,
0.05621,5,1 9 8 0 10,1,82,
0.044518,5,11 10 10 1 9,1,52,
2.348877,5,6 8 7 4 0,1,968,
5.508493,5,3 11 11 7 5,1,3878,
0.60884,5,9 8 7 2 0,1,470,
1.586252,5,3 3 10 3 10,1,1157,
0.01705,5,8 6 9 7 8,1,26,
0.227877,5,6 9 11 3 4,1,182,
0.020879,5,3 8 11 4 11,1,32,
0.002824,5,11 11 10 5 9,1,4,
0.096961,5,9 11 3 4 7,1,99,
0.022804,5,8 6 1 5 3,1,36,
2.962591,5,10 9 9 0 10,1,2203,
1.280696,5,7 3 5 6 4,1,501,
1.500861,5,6 11 1 10 9,1,787,
0.000763,5,9 9 9 9 10,1,0,
0.235364,5,0 5 1 11 7,1,118,
3.473431,6,8 8 6 11 0 8,1,1622,
1.829576,6,4 2 6 4 7 6,1,1134,
0.007649,6,5 10 7 11 10 0,1,10,
0.682829,6,0 4 6 4 11 9,1,472,
1.385737,6,10 3 8 3 4 3,1,494,
0.048142,6,10 8 9 0 7 4,1,61,
0.00174,6,9 0 8 3 11 3,1,2,
0.012085,6,2 0 11 1 3 8,1,19,
0.032214,6,2 5 6 6 3 8,1,40,
0.420645,6,7 9 11 4 7 3,1,435,
40.508475,6,10 3 5 7 8 10,1,16817,
151.885752,6,4 2 6 4 3 3,0,30001,
0.048936,6,1 9 9 8 9 0,1,63,
87.038491,6,3 10 2 2 6 10,1,17566,
1.174007,6,11 1 11 9 7 10,1,620,
3.562368,6,4 0 9 11 8 0,1,1180,
6.833695,6,5 9 1 11 6 11,1,2620,
1.025413,6,3 3 7 4 3 5,1,367,
46.00405,6,9 6 11 2 7 6,1,11193,
1.646157,6,7 5 8 6 8 11,1,1321,
50.621233,7,3 5 7 2 5 6 7,1,8850,
0.058642,7,4 1 3 1 6 10 6,1,50,
9.382259,7,11 7 2 9 11 9 0,1,2893,
1.805739,7,7 10 8 8 5 8 7,1,500,
8.112752,7,10 0 8 10 8 4 0,1,2235,
0.594684,7,1 1 5 1 1 1 4,1,301,
64.613101,7,1 10 11 9 2 3 4,1,12958,
0.986577,7,2 1 4 1 8 1 0,1,624,
0.914382,7,4 1 6 2 10 9 10,1,750,
1.262246,7,8 1 6 9 11 2 2,1,555,
24.449918,7,3 4 7 4 1 8 0,1,4349,
2.808576,7,7 3 7 8 1 5 6,1,680,
4.258417,7,7 4 3 2 1 11 1,1,1981,
2.140359,7,8 4 4 5 2 3 6,1,1296,
188.310431,7,5 1 0 10 2 9 5,0,30001,
1.655475,7,8 5 6 11 1 6 6,1,1144,
0.034048,7,7 3 4 1 1 2 9,1,31,
18.629133,7,10 2 4 7 9 6 5,1,3453,
0.020324,7,4 3 2 3 2 4 6,1,31,
0.496935,7,4 3 7 8 8 8 10,1,263,
0.008862,8,4 1 6 3 2 2 5 5,1,14,
99.424969,8,0 2 3 5 2 11 1 10,1,23102,
12.127255,8,0 2 11 1 5 3 0 8,1,4608,
0.0666,8,5 1 11 10 5 2 3 8,1,41,
5.715359,8,0 9 0 3 1 3 4 6,1,2826,
135.203854,8,7 0 3 11 2 7 4 9,0,30001,
1.432678,8,8 3 3 2 0 1 8 6,1,966,
148.958257,8,9 9 6 4 3 2 0 10,0,30001,
14.696097,8,8 5 5 6 5 7 6 8,1,6225,
11.053489,8,2 0 8 8 5 8 3 0,1,6510,
163.007624,8,4 3 6 2 7 4 1 10,0,30001,
0.097637,8,2 2 11 4 6 1 4 11,1,79,
191.109423,8,7 5 6 5 7 9 9 5,0,30001,
3.118844,8,0 1 4 6 2 1 4 4,1,1584,
0.444323,8,2 5 0 1 5 10 10 0,1,326,
29.134465,8,7 0 3 1 1 8 1 3,1,10355,
0.695041,8,5 2 7 10 10 3 0 3,1,380,
10.468591,8,10 6 3 1 4 7 5 4,1,2898,
7.380496,8,8 4 2 10 7 2 4 2,1,1137,
24.639777,8,3 8 3 11 0 4 5 6,1,9643,
0.025092,9,4 4 11 2 5 8 3 2 5,1,27,
220.293126,9,7 5 8 11 4 4 7 8 1,1,27410,
0.538914,9,5 10 7 4 11 8 0 11 1,1,353,
12.065618,9,10 11 2 9 4 3 11 2 3,1,3964,
0.537164,9,6 3 0 3 2 2 3 1 11,1,244,
107.781342,9,2 6 4 11 11 10 3 3 5,0,30001,
2.298407,9,9 2 10 3 3 0 7 2 7,1,980,
68.639197,9,6 4 11 7 4 0 5 6 11,1,13334,
5.834194,9,0 4 6 8 10 2 9 0 9,1,1569,
74.941988,9,10 1 11 3 4 4 7 4 6,0,30001,
87.14834,9,8 0 1 9 2 7 3 7 3,0,30001,
111.591336,9,6 4 9 11 1 5 1 2 6,0,30001,
37.48986,9,10 2 11 6 7 10 0 8 9,1,12190,
41.300746,9,0 1 1 9 11 0 4 5 3,1,7235,
160.034427,9,9 8 0 9 5 10 11 7 11,0,30001,
145.179776,9,11 6 9 5 6 7 10 9 7,0,30001,
0.802904,9,5 3 8 4 1 5 8 9 9,1,660,
37.820909,9,5 2 9 2 1 1 5 9 11,1,8680,
100.732419,9,10 7 11 10 3 6 6 9 7,1,16692,
5.354237,9,0 9 2 2 6 11 2 2 1,1,1193,
161.332622,10,0 8 9 4 0 9 8 1 8 10,0,30001,
73.440822,10,11 2 9 0 2 2 10 9 7 10,1,16654,
6.933195,10,5 4 2 3 1 0 8 7 3 8,1,1754,
13.660741,10,8 7 9 10 5 0 9 0 10 8,1,3839,
88.5507,10,9 5 9 0 10 10 9 8 3 7,0,30001,
76.919067,10,9 4 4 1 4 0 4 3 2 1,0,30001,
23.288396,10,2 5 10 0 0 7 9 10 6 10,1,7328,
0.437382,10,1 10 8 0 2 10 0 7 3 5,1,279,
0.145204,10,5 5 8 3 4 9 1 6 8 11,1,176,
0.261286,10,0 11 6 6 1 2 7 3 4 5,1,251,
227.388087,10,3 7 6 9 8 0 8 4 8 5,0,30001,
99.05199,10,2 2 4 4 8 4 1 9 9 0,1,20130,
2.224287,10,2 3 0 5 2 1 4 9 9 4,1,960,
22.721838,10,2 3 5 3 10 9 2 11 11 8,1,5838,
64.786153,10,1 2 3 7 5 10 10 2 5 6,1,19393,
68.291759,10,0 0 1 1 10 0 0 9 11 10,1,14591,
0.947773,10,10 1 2 0 5 2 9 2 0 7,1,520,
1.972112,10,9 4 6 8 10 11 11 11 8 0,1,1039,
89.680879,10,4 11 2 3 11 3 1 5 8 1,0,30001,
0.428304,10,11 8 5 9 4 11 6 1 6 1,1,233,
116.071193,11,1 1 5 3 2 1 4 7 5 10 1,0,30001,
3.501612,11,4 2 4 11 0 3 8 7 0 4 3,1,1582,
98.215366,11,5 6 1 11 8 11 7 10 11 8 0,0,30001,
186.26591,11,11 10 10 3 4 1 8 9 10 2 6,0,30001,
115.261596,11,2 2 1 6 9 4 3 4 11 3 1,1,20747,
75.367944,11,5 7 11 1 1 4 0 0 8 1 10,1,26829,
2.713175,11,7 4 7 0 1 1 6 4 1 11 6,1,1038,
1.720044,11,4 7 9 11 4 11 3 0 5 3 2,1,635,
99.54032,11,4 6 9 9 9 5 3 5 7 3 7,0,30001,
103.425032,11,9 10 3 6 10 3 2 5 8 6 5,1,18078,
0.060242,11,8 7 11 0 7 7 4 4 5 10 11,1,69,
98.744017,11,1 2 9 7 10 2 4 8 10 7 9,1,15453,
92.186959,11,11 11 2 11 3 1 3 10 10 8 6,0,30001,
6.947735,11,2 1 10 1 5 3 3 2 3 1 4,1,2482,
90.794555,11,11 4 5 7 2 11 2 1 2 2 1,0,30001,
19.295611,11,8 9 4 8 0 2 3 0 9 8 8,1,4479,
24.751385,11,4 2 7 8 8 8 6 9 6 5 8,1,8100,
7.1607,11,0 8 8 5 2 11 6 2 9 7 6,1,2487,
140.902529,11,7 2 2 4 1 4 0 9 4 7 0,0,30001,
90.578556,11,10 7 8 9 0 5 7 4 4 0 3,1,24774,
0.404444,12,4 9 4 3 3 11 8 10 6 10 9 10,1,193,
3.870547,12,0 0 11 10 11 8 3 2 0 4 1 8,1,1852,
16.013432,12,9 0 2 6 11 8 8 3 4 7 11 6,1,6040,
31.478005,12,5 7 3 3 6 3 6 6 7 4 1 0,1,6892,
109.122095,12,1 5 1 11 6 6 5 3 8 4 1 10,0,30001,
130.147782,12,11 6 11 9 8 5 6 1 10 8 6 11,0,30001,
4.531325,12,6 1 8 4 4 7 11 2 4 0 7 4,1,1266,
116.673649,12,6 2 6 4 5 9 10 3 8 9 8 0,0,30001,
109.146068,12,8 6 10 0 1 8 0 3 11 1 1 1,0,30001,
34.167401,12,2 1 1 0 11 9 0 5 9 5 2 5,1,6866,
83.51613,12,5 9 0 3 10 6 9 4 2 2 7 7,1,16935,
44.255273,12,10 1 5 8 9 4 7 9 5 10 2 1,1,13934,
1.811574,12,2 6 8 8 0 11 8 4 7 8 10 5,1,1001,
135.026192,12,9 0 11 3 11 11 9 9 2 4 0 0,0,30001,
64.441758,12,8 11 8 10 9 10 11 0 11 10 2 7,1,22743,
97.189066,12,3 10 3 1 1 8 5 3 2 6 5 9,0,30001,
118.96595,12,1 0 0 4 11 7 6 9 4 9 5 9,0,30001,
24.548439,12,8 0 8 11 8 10 1 8 9 2 1 4,1,6363,
285.093341,12,11 9 4 7 2 4 9 1 8 11 4 11,0,30001,
148.938154,12,6 2 11 10 6 1 5 6 9 9 0 1,1,27241,
245.595941,13,10 8 8 0 11 10 1 5 0 1 4 11 9,0,30001,
179.307574,13,8 11 9 4 1 4 7 11 1 11 11 7 2,0,30001,
89.464756,13,1 10 8 10 10 8 1 9 6 8 4 4 9,1,21555,
19.569882,13,5 6 5 5 4 1 4 5 4 6 8 4 11,1,4783,
105.283059,13,6 11 6 4 7 9 9 11 4 4 7 11 9,0,30001,
15.513944,13,0 11 4 11 1 2 1 2 0 5 9 10 5,1,5977,
108.760881,13,7 5 5 9 8 9 4 9 7 10 6 5 0,0,30001,
112.283748,13,5 3 4 0 4 1 2 11 8 8 10 7 10,0,30001,
11.862247,13,9 11 4 5 8 3 11 4 6 4 1 9 9,1,4631,
51.21546,13,1 2 11 7 9 6 9 9 5 6 3 3 7,1,11317,
118.228603,13,3 11 9 9 6 7 3 7 3 6 10 1 6,0,30001,
137.848962,13,10 5 9 8 4 9 2 7 6 10 11 6 2,1,22043,
8.716998,13,0 4 2 10 7 7 6 2 2 5 2 9 9,1,3730,
37.812663,13,0 1 11 1 1 0 2 5 10 11 7 0 0,1,11386,
145.846999,13,8 4 7 11 1 2 2 2 4 11 6 1 11,0,30001,
34.883621,13,11 4 5 3 10 11 6 1 5 4 0 3 7,1,5991,
97.780887,13,7 2 7 0 7 2 1 10 3 8 1 2 11,0,30001,
24.882096,13,9 5 3 6 4 2 10 11 9 11 2 0 3,1,11488,
107.839014,13,6 5 4 9 1 8 8 9 8 6 3 5 9,0,30001,
57.052038,13,5 2 6 8 6 8 3 7 11 7 5 5 6,1,20419,
12.461053,14,11 8 10 10 9 9 9 0 5 5 10 2 9 5,1,3507,
89.6131,14,7 6 10 9 8 7 8 11 8 10 9 7 11 0,0,30001,
140.820058,14,8 3 10 7 6 5 10 0 3 3 5 9 9 2,0,30001,
125.84787,14,5 7 8 7 0 10 1 8 6 6 10 9 10 7,0,30001,
242.704527,14,9 5 6 2 6 10 10 5 1 6 6 1 2 10,0,30001,
5.430833,14,10 7 2 0 11 9 9 5 8 10 1 6 11 10,1,1595,
50.814217,14,10 3 1 0 0 7 2 6 7 5 3 11 3 5,1,14417,
74.154358,14,6 5 8 1 5 7 10 10 1 2 10 1 1 6,1,20382,
177.398013,14,9 2 6 3 6 7 9 9 2 10 0 5 5 0,0,30001,
225.042667,14,2 6 10 1 0 5 9 6 5 8 1 1 2 5,0,30001,
95.732903,14,11 2 10 0 10 8 7 11 3 5 10 10 2 2,0,30001,
132.288336,14,4 8 7 5 3 3 8 3 6 2 10 3 5 1,1,21514,
1.867571,14,0 1 4 11 3 1 11 9 10 7 6 7 2 11,1,590,
72.445518,14,5 3 6 3 4 2 6 6 3 11 9 5 9 8,1,15301,
106.812078,14,0 2 5 7 11 6 11 1 10 11 0 7 5 0,0,30001,
6.851939,14,7 3 6 9 7 9 0 10 7 11 6 9 9 11,1,2963,
161.599107,14,10 1 4 6 1 2 1 1 4 3 4 6 11 6,0,30001,
64.146403,14,0 3 5 1 8 4 6 1 1 8 10 3 10 10,1,18100,
203.569676,14,7 10 3 2 6 7 4 2 2 7 4 8 3 5,0,30001,
9.88841,14,3 2 9 0 10 1 4 3 0 3 4 3 5 5,1,4494,
134.624382,15,5 5 6 11 3 0 9 8 3 11 1 8 3 3 2,0,30001,
5.842577,15,8 3 4 11 11 11 6 1 3 5 9 10 9 10 1,1,2744,
122.618003,15,6 9 1 6 9 0 9 4 7 5 4 5 3 4 9,0,30001,
100.945287,15,10 2 0 10 10 2 2 6 4 6 11 9 9 6 1,0,30001,
45.297212,15,9 4 8 0 0 0 5 9 7 9 2 11 6 5 1,1,14011,
51.113683,15,1 0 10 0 1 8 7 11 8 1 4 9 10 9 5,1,11462,
193.830337,15,1 6 10 8 5 9 4 9 5 8 9 4 0 5 9,0,30001,
177.63337,15,5 6 9 1 2 2 3 10 3 10 2 9 8 1 9,0,30001,
127.988444,15,2 1 0 8 9 5 7 10 5 2 11 4 6 3 8,0,30001,
144.033037,15,6 10 8 7 2 10 6 9 11 7 3 7 10 8 11,0,30001,
101.306705,15,6 10 7 3 11 3 8 8 10 3 0 9 10 8 6,0,30001,
187.318707,15,2 2 7 10 10 9 4 7 3 3 0 9 2 9 7,0,30001,
114.393151,15,4 2 0 11 8 6 2 9 0 9 6 11 4 6 2,0,30001,
137.689904,15,2 2 7 3 3 0 3 3 1 1 4 2 1 11 3,0,30001,
78.896426,15,8 10 0 4 6 11 10 0 4 2 1 0 9 1 2,0,30001,
138.675057,15,5 2 3 2 11 0 9 2 9 5 3 11 11 1 6,0,30001,
123.807658,15,8 8 4 1 8 3 5 1 6 10 8 3 1 3 7,1,19862,
113.121544,15,11 6 5 6 2 2 0 10 7 6 4 0 10 2 0,0,30001,
122.285531,15,7 0 2 11 2 7 2 11 0 9 11 0 3 5 5,0,30001,
110.422393,15,0 1 6 6 11 2 0 8 11 4 4 2 5 2 11,1,11300,
119.727446,16,0 11 3 4 8 7 7 8 11 2 2 0 5 4 7 6,0,30001,
136.920999,16,2 9 6 6 8 6 8 8 10 8 4 11 0 7 3 4,0,30001,
176.439319,16,3 6 10 1 3 10 2 5 0 0 10 6 5 5 6 2,0,30001,
74.627556,16,2 7 4 6 7 9 5 2 0 5 6 7 8 9 5 4,0,30001,
0.541542,16,6 11 7 4 7 0 9 10 1 11 2 3 10 8 8 3,1,548,
138.540679,16,6 7 11 0 7 0 8 5 9 2 4 6 8 0 2 4,0,30001,
87.741533,16,2 1 2 9 4 1 2 0 0 7 6 10 0 5 1 1,0,30001,
88.259749,16,5 6 7 6 2 10 3 6 11 6 5 7 8 7 5 10,1,16221,
218.973425,16,3 3 6 11 3 4 5 9 2 0 4 7 4 7 7 4,0,30001,
110.453347,16,9 7 6 5 1 11 4 9 6 11 1 2 4 2 3 6,1,27616,
16.072974,16,9 1 9 10 9 5 1 3 11 9 1 2 1 1 3 6,1,4918,
146.436155,16,10 6 7 5 9 10 1 8 11 9 7 7 0 11 9 6,0,30001,
5.618302,16,3 1 4 6 3 5 7 7 6 5 2 4 1 11 6 8,1,1530,
9.43939,16,8 3 4 6 9 5 5 5 1 3 2 11 9 2 4 9,1,5321,
116.156125,16,1 4 4 0 9 11 9 10 10 6 7 7 5 6 6 4,0,30001,
0.670169,16,9 1 1 0 4 6 7 4 6 2 9 10 3 4 7 11,1,373,
162.463292,16,0 9 5 8 0 2 0 2 0 5 4 8 10 6 4 11,0,30001,
149.536035,16,5 2 6 4 6 6 4 1 10 10 9 7 7 4 1 0,0,30001,
31.351278,16,8 0 7 0 5 7 9 1 4 8 6 6 7 8 3 5,1,13544,
132.00453,16,9 8 9 9 0 3 6 4 5 0 5 9 9 11 1 5,0,30001,
4.380895,17,8 9 10 11 0 1 3 11 4 7 11 4 8 4 1 4 1,1,2753,
67.613954,17,11 11 1 9 6 4 2 4 6 3 1 8 3 2 10 0 4,0,30001,
118.411856,17,3 0 3 4 3 2 2 7 0 7 6 3 0 0 5 6 9,0,30001,
75.214485,17,11 6 8 1 4 0 0 11 1 8 10 3 8 7 7 2 10,1,20978,
10.461776,17,7 4 11 1 9 2 10 6 6 9 0 9 4 8 4 0 7,1,5040,
38.197826,17,0 7 10 3 6 7 4 11 1 4 6 4 0 10 9 11 0,1,15471,
0.631152,17,0 0 11 8 3 8 7 3 5 10 1 4 9 8 4 3 3,1,260,
133.361104,17,4 3 3 5 3 11 6 9 8 8 3 0 3 7 2 5 5,0,30001,
139.123565,17,2 5 1 9 8 5 5 3 1 0 0 1 3 5 5 7 4,0,30001,
170.181753,17,6 4 7 10 6 11 3 7 5 5 7 6 11 2 10 8 9,0,30001,
158.419615,17,1 8 11 4 5 9 11 11 0 11 3 1 5 3 5 6 4,0,30001,
73.418121,17,10 5 4 11 0 5 4 3 5 10 8 8 11 7 7 8 6,0,30001,
38.869582,17,3 10 6 6 7 3 2 0 8 1 4 3 1 11 1 0 1,1,13394,
142.116609,17,4 0 3 7 10 2 4 1 9 8 7 4 4 8 6 1 8,0,30001,
138.563292,17,11 6 9 6 7 6 1 3 3 11 9 10 6 3 1 2 1,0,30001,
99.353346,17,11 10 0 1 2 1 4 0 2 0 11 9 4 4 4 6 3,0,30001,
152.602552,17,11 8 5 8 5 0 3 2 11 7 8 10 5 3 1 1 8,0,30001,
146.348234,17,11 7 3 2 6 5 9 10 11 3 3 6 4 2 2 5 1,0,30001,
88.119614,17,3 10 2 7 6 7 2 6 9 5 0 4 5 6 8 7 11,1,25429,
115.837367,17,4 6 4 3 7 2 6 11 8 7 6 2 5 6 5 6 9,0,30001,
81.497192,18,11 3 7 8 9 1 10 8 4 7 11 8 10 2 2 3 11 0,0,30001,
57.865244,18,4 11 2 6 6 4 11 1 6 10 5 8 3 8 10 1 10 6,1,22788,
28.916896,18,2 7 3 1 11 9 9 1 2 9 8 3 10 6 8 1 2 1,1,13439,
71.188877,18,9 11 10 1 11 7 9 0 8 8 8 11 3 2 10 8 10 8,0,30001,
60.423016,18,1 1 6 6 4 5 7 0 0 0 9 6 9 5 5 10 7 10,0,30001,
37.530418,18,4 8 7 0 0 7 4 5 9 1 6 9 4 9 5 10 2 5,1,13445,
162.845166,18,8 10 5 0 3 10 7 5 6 4 8 7 2 3 11 10 5 6,0,30001,
305.419989,18,7 11 8 8 11 4 8 7 7 2 9 7 6 1 5 9 8 6,0,30001,
117.458519,18,2 6 1 6 11 11 4 1 11 7 7 6 2 9 7 7 2 5,0,30001,
149.743422,18,3 2 0 1 6 11 8 0 7 5 1 9 5 8 1 6 1 3,0,30001,
141.622009,18,1 6 9 0 9 7 3 11 4 6 10 6 9 1 5 9 0 4,0,30001,
182.330795,18,1 11 4 8 6 10 9 1 11 3 10 1 10 10 6 7 7 10,0,30001,
1.355207,18,2 7 9 2 6 3 4 0 3 3 3 1 4 11 4 9 2 0,1,725,
95.873912,18,7 0 7 5 5 2 6 5 8 6 4 0 11 4 4 11 3 0,0,30001,
75.165784,18,2 11 3 11 10 6 6 10 1 8 3 6 7 0 8 10 2 11,0,30001,
148.720057,18,3 1 0 10 11 8 7 10 9 11 7 11 9 9 1 8 3 11,0,30001,
95.677495,18,4 11 7 11 10 0 7 7 9 9 2 7 10 0 4 0 4 6,1,19510,
76.139618,18,7 10 11 11 9 1 6 5 4 1 0 9 11 8 10 10 6 7,0,30001,
185.57448,18,11 9 2 1 11 2 6 4 11 11 3 6 8 0 2 0 9 11,0,30001,
94.117341,18,7 6 7 6 5 8 10 6 4 2 2 7 4 2 0 10 3 5,0,30001,
46.525811,19,8 3 5 0 9 7 7 2 6 2 4 3 6 1 5 2 9 7 3,1,15624,
2.667333,19,2 7 6 1 8 11 0 9 6 11 11 3 8 3 11 8 8 6 3,1,1214,
119.333921,19,0 8 7 8 1 9 2 6 9 2 11 6 2 7 3 8 4 9 8,0,30001,
18.795436,19,1 11 11 4 6 11 6 3 6 3 1 11 1 2 7 2 1 8 3,1,8870,
92.898108,19,10 1 9 11 8 11 3 11 7 11 3 3 2 3 6 3 1 0 7,1,20314,
13.511733,19,9 0 4 0 9 6 9 5 1 5 10 10 3 5 3 5 9 8 0,1,6158,
94.908778,19,6 7 8 8 0 0 5 3 5 6 1 1 0 11 4 9 4 6 3,0,30001,
25.163405,19,6 5 2 7 0 11 9 10 2 5 6 1 6 8 8 11 0 10 0,1,6210,
21.103634,19,3 2 3 11 8 1 4 11 7 4 5 6 4 8 1 11 4 9 2,1,6565,
104.584727,19,1 6 4 6 7 4 1 4 6 6 7 0 5 7 5 1 4 4 0,0,30001,
126.231744,19,4 1 0 7 11 7 8 5 7 0 7 2 3 11 0 8 8 3 11,0,30001,
3.118361,19,2 1 3 10 11 2 11 4 3 1 11 9 8 4 4 5 8 9 0,1,1534,
54.252317,19,6 6 9 0 1 3 1 9 9 10 1 10 10 3 3 6 4 6 7,1,10923,
87.397751,19,1 9 0 0 5 0 5 2 6 2 5 6 3 0 10 6 6 11 9,0,30001,
67.621038,19,6 6 3 4 2 6 7 9 9 6 11 4 9 0 5 3 1 1 5,0,30001,
134.222703,19,4 11 1 3 1 11 0 11 3 10 2 5 2 1 2 7 3 2 3,0,30001,
78.859203,19,5 4 0 10 3 8 1 1 6 8 8 10 2 4 5 6 10 9 9,0,30001,
26.972086,19,3 7 0 11 1 5 1 11 2 9 9 6 8 8 7 5 3 8 1,1,9088,
95.208727,19,6 6 6 5 6 10 2 10 9 0 8 4 6 6 3 3 0 11 10,0,30001,
83.691179,19,8 4 5 8 11 6 5 7 11 4 8 0 0 11 1 8 8 1 11,0,30001,
149.544766,20,1 3 11 11 11 6 2 6 5 10 0 1 3 2 3 7 3 4 1 4,0,30001,
94.56421,20,11 4 8 5 6 7 2 10 6 9 5 8 6 5 7 3 2 9 10 9,0,30001,
73.805768,20,2 10 11 8 1 1 4 2 4 0 7 2 5 0 1 10 5 9 0 11,0,30001,
7.390438,20,10 11 6 2 2 0 5 7 3 7 10 5 9 4 0 9 1 3 3 8,1,4473,
103.214301,20,2 10 1 9 11 3 0 1 3 11 6 10 2 1 10 10 6 11 6 5,0,30001,
96.2832,20,9 7 11 8 9 2 5 2 3 3 11 0 10 7 6 11 11 1 5 10,0,30001,
125.633617,20,9 2 2 1 10 11 1 8 4 5 1 4 5 6 1 2 10 7 8 0,0,30001,
83.887436,20,8 10 5 5 9 1 10 3 4 9 6 7 0 5 4 9 6 4 8 8,0,30001,
98.459674,20,5 5 10 8 9 5 0 9 11 2 11 7 4 4 5 9 9 1 6 1,0,30001,
46.12268,20,2 11 7 10 0 5 10 9 6 2 7 2 7 0 5 8 3 4 1 9,1,19552,
85.809593,20,8 8 0 0 0 7 7 9 0 1 1 8 8 10 10 8 10 11 8 1,0,30001,
82.768596,20,7 6 3 11 2 10 8 11 4 6 1 11 3 0 5 6 1 9 6 8,0,30001,
138.417906,20,10 10 0 3 7 3 1 11 0 11 8 10 6 3 1 3 0 11 3 5,0,30001,
105.219152,20,5 10 9 0 10 0 4 0 7 0 3 6 2 7 2 2 7 2 11 11,1,29645,
63.56224,20,10 6 6 4 8 4 1 11 9 8 4 9 1 0 8 3 6 10 7 0,0,30001,
61.53175,20,4 7 4 3 5 8 10 9 5 3 4 7 10 5 1 5 2 5 7 0,0,30001,
40.859813,20,7 11 10 6 10 10 5 10 3 8 9 1 5 10 7 11 0 3 8 4,1,21977,
0.62928,20,8 0 11 9 10 6 4 2 7 0 8 0 7 6 8 7 7 9 11 7,1,611,
86.915675,20,5 4 0 4 11 10 1 0 3 6 11 0 2 1 8 5 2 4 2 11,0,30001,
39.394147,20,2 10 7 6 3 0 1 9 6 7 7 10 7 0 3 0 8 9 9 4,1,15361,
