duration,depth,scramble,is_solved,solve_steps,sol_len_naive,sol_len_bfs,tree_depth_max,tree_depth_mean
110.458067,13,1 1 5 10 3 7 7 3 3 1 9 0 0,1,59310,97,9,21,13.3217183
5.023035,13,9 11 2 2 2 0 2 10 2 9 2 1 2,1,3770,11,11,17,10.28493874
42.866592,13,10 10 5 1 0 0 3 10 7 3 10 9 8,1,35251,75,9,21,11.94392651
45.382131,14,5 6 2 6 8 0 8 10 2 0 1 1 3 8,1,32976,228,10,19,11.34394942
3.419987,14,9 7 7 6 8 4 9 11 3 7 3 7 9 2,1,3203,26,10,15,8.898111912
78.710475,14,9 0 10 10 2 7 10 1 9 2 2 2 3 0,1,49496,130,12,20,12.52138541
143.003644,14,11 6 5 6 3 7 2 11 7 5 2 5 6 6,1,94017,82,12,21,13.46736688
25.517214,14,11 4 11 2 3 8 4 2 11 7 10 2 3 1,1,22074,44,10,20,11.87160736
0.333978,14,6 3 11 10 0 7 8 6 7 2 1 2 0 1,1,372,16,8,11,6.119378428
9.789771,14,8 4 9 2 11 9 4 6 7 4 7 6 5 5,1,11244,122,12,15,9.670675775
192.861524,14,0 3 2 3 7 2 0 4 4 8 4 9 11 0,0,100001,-1,-1,22,12.99459672
77.374734,14,9 1 8 6 10 7 3 1 10 2 1 1 9 0,1,36127,58,12,19,11.41918903
24.376012,14,4 9 5 9 10 3 11 8 11 3 8 6 4 8,1,18707,46,12,19,11.37516861
55.685308,14,7 7 11 10 11 1 11 0 7 8 6 4 0 0,1,37574,106,18,21,12.4359616
26.975183,14,11 0 8 10 0 8 10 2 6 10 11 4 8 7,1,23910,28,14,18,10.94954093
0.172643,14,8 10 0 7 2 0 9 8 11 11 10 5 4 11,1,145,6,6,10,6.054850594
10.211652,14,1 8 7 10 10 9 7 3 2 11 10 5 10 6,1,9337,36,10,18,11.8003038
0.951167,14,1 6 7 0 10 9 4 2 10 5 4 4 2 3,1,1170,82,8,13,7.858318833
0.77092,14,4 1 9 7 3 11 2 3 11 6 6 9 9 1,1,960,46,10,13,8.901315136
7.71793,14,7 6 8 5 4 9 6 11 7 2 2 11 10 8,1,7459,28,10,15,9.818859703
9.435496,14,7 10 2 7 0 2 10 7 8 1 4 11 8 10,1,10462,26,10,17,10.24548057
2.009413,14,11 2 0 2 3 3 6 8 8 3 2 1 1 10,1,2592,10,10,14,8.747075282
3.418115,14,4 2 11 10 11 0 0 8 6 7 3 11 11 7,1,4853,28,12,14,9.043923025
13.194359,15,1 0 9 10 0 0 1 5 4 7 5 5 3 3 7,1,10265,29,11,17,10.57005955
180.305383,15,3 0 8 7 11 9 0 1 2 3 4 3 3 0 2,0,100001,-1,-1,22,12.94778835
17.285544,15,1 5 10 11 8 5 10 3 10 3 7 7 7 0 8,1,14328,57,13,20,10.7572864
28.997554,15,2 2 9 10 11 9 8 4 8 10 11 10 0 3 8,1,28341,65,11,18,10.81146567
32.560614,15,4 7 8 7 3 4 1 6 11 8 0 2 0 9 8,1,26101,79,13,17,11.16311459
39.203055,15,2 5 3 4 5 5 2 4 4 8 6 8 3 6 3,1,37680,79,13,18,11.48370184
41.050194,15,8 5 10 8 1 9 6 4 6 7 3 2 6 10 1,1,25482,129,15,20,12.67035949
17.810874,15,11 9 0 8 5 10 8 10 5 7 2 10 0 3 8,1,14250,97,11,20,10.2287836
1.820817,15,0 0 2 5 1 11 4 0 7 7 8 0 0 7 7,1,2639,15,9,14,8.000944605
9.705818,15,9 10 11 0 5 8 6 5 3 7 11 8 10 10 5,1,9766,111,11,17,9.585389944
8.072379,15,7 0 7 7 11 10 5 2 6 5 8 4 1 0 11,1,8774,39,7,17,9.654444603
0.045944,15,9 4 7 5 10 3 11 0 4 3 3 3 10 0 8,1,35,7,7,7,4.449367089
35.946324,15,7 0 4 2 11 8 4 11 3 2 10 5 10 8 0,1,27183,109,11,21,12.81956377
91.221742,15,8 7 0 11 8 11 10 3 7 3 7 8 5 9 9,1,64327,53,11,18,11.63617396
36.280101,15,11 3 7 10 3 5 6 4 2 5 4 4 9 9 10,1,31305,163,11,19,10.92682266
3.954069,15,0 10 9 8 6 8 7 0 5 3 4 6 3 11 4,1,2777,101,11,15,9.301371571
0.44174,15,1 1 6 5 10 10 9 10 8 6 3 5 7 8 3,1,515,5,5,12,7.283857335
0.035607,15,9 11 8 10 7 11 3 5 0 11 9 10 9 11 6,1,70,5,5,8,4.055093555
64.662196,15,3 3 8 4 9 4 2 11 3 6 4 0 1 1 2,1,48847,31,11,19,12.00181611
78.986011,15,9 5 2 11 0 11 2 0 10 0 4 0 4 3 4,1,51589,67,17,20,12.23196609
24.3718,16,8 0 7 7 4 9 11 11 11 4 6 8 9 8 3 5,1,23333,48,10,17,10.95719051
162.174144,16,7 10 3 6 3 11 9 8 8 9 9 10 3 2 2 1,0,100001,-1,-1,22,13.29201853
13.855009,16,11 7 0 5 9 6 1 5 9 8 3 7 3 3 7 9,1,12654,26,10,18,10.44132925
3.822528,16,10 7 8 0 2 5 5 4 1 8 8 3 10 0 4 6,1,3758,44,14,17,9.774013648
90.21616,16,3 7 7 11 2 7 10 8 9 9 7 3 1 2 1 10,1,49939,40,12,23,12.28816253
0.308721,16,5 8 0 5 10 11 8 3 1 6 1 0 10 5 10 5,1,190,16,4,10,5.960561858
107.211988,16,11 10 10 2 2 5 5 2 6 6 2 3 10 2 3 11,0,100001,-1,-1,19,11.54018963
4.308165,16,11 9 1 11 4 3 2 3 8 4 9 4 1 0 5 1,1,3293,46,12,16,9.428739329
45.380649,16,9 6 11 2 11 2 2 6 8 3 5 3 2 1 11 9,1,34124,10,8,20,11.43757377
11.963171,16,6 9 5 10 11 0 10 8 7 0 9 1 6 7 9 2,1,11372,24,8,18,10.91475802
131.273092,16,11 11 9 9 10 6 6 1 4 4 0 9 11 9 10 10,1,66637,36,14,21,13.15780027
4.33252,16,9 7 8 7 2 10 11 4 0 8 6 6 11 2 2 11,1,4213,24,8,15,8.981786928
18.222093,16,11 1 4 3 5 6 6 6 7 2 4 3 6 11 11 7,1,13894,40,8,18,11.09911001
33.664824,16,0 0 3 0 1 1 0 11 4 11 6 5 4 2 1 2,1,26366,28,10,20,11.63834054
126.402835,16,7 9 9 6 9 0 8 0 11 1 3 2 6 10 0 4,1,68859,70,12,21,13.01016293
294.677679,16,1 5 8 9 9 2 10 10 0 0 5 7 7 2 6 11,0,100001,-1,-1,21,13.0047015
126.93183,16,5 2 0 2 5 1 2 2 5 10 0 10 6 3 1 8,1,90703,60,14,20,12.87128394
14.443939,16,10 8 7 5 8 9 0 0 7 0 11 1 6 6 3 0,1,9105,138,8,15,9.867975094
57.556496,16,1 0 8 5 9 7 0 9 1 3 1 8 1 6 9 4,1,56179,60,16,18,11.37201279
16.451583,16,4 8 3 1 6 1 0 3 1 6 7 6 9 1 9 2,1,8905,48,8,20,11.93347534
28.770152,17,9 7 8 1 9 5 4 6 9 0 9 7 2 2 5 6 2,1,16590,135,13,22,13.89529221
185.359868,17,5 2 2 9 7 8 4 2 10 0 5 5 5 2 6 1 6,1,93601,57,11,21,12.83104551
140.064462,17,6 10 8 0 3 11 7 7 8 11 9 1 5 8 4 6 4,0,100001,-1,-1,20,12.56565484
55.067295,17,9 2 2 5 3 8 10 5 6 1 1 6 1 8 4 7 5,1,35919,45,9,20,12.10491971
8.029159,17,0 11 8 4 5 9 5 1 10 5 9 11 2 5 6 8 8,1,6848,31,11,16,9.777433798
27.154652,17,0 11 0 4 1 6 4 3 3 10 11 2 1 8 11 8 8,1,25136,31,9,19,10.62788106
9.345598,17,2 5 7 5 2 0 3 1 10 10 6 11 1 5 7 6 9,1,8079,45,11,18,10.78445856
121.982228,17,6 7 6 1 0 9 1 10 6 9 1 2 6 3 6 3 11,1,78942,81,13,23,12.5334019
36.148696,17,5 1 6 10 9 4 11 11 1 8 6 9 5 3 0 11 1,1,21909,163,13,20,12.29412219
6.667922,17,6 6 8 11 9 10 11 10 11 10 9 2 7 8 11 3 5,1,3596,91,13,16,10.12544559
127.513212,17,0 11 4 0 11 8 10 11 3 2 6 9 1 4 1 10 5,0,100001,-1,-1,19,12.30633452
