,0,1
0,0.0,0.33923191604000114
1,100.0,0.3427833539949416
2,200.0,0.3369326590525359
3,300.0,0.33238822746652646
4,400.0,0.3298286896192648
5,500.0,0.332834322147806
6,600.0,0.3339079457574418
7,700.0,0.32209525074211487
8,800.0,0.3290237860753149
9,900.0,0.33150653096820404
10,1000.0,0.33879059134325556
11,1100.0,0.33273992115220763
12,1200.0,0.3409380482214582
13,1300.0,0.3226540712890258
14,1400.0,0.3174518629031632
15,1500.0,0.3195318597872562
16,1600.0,0.3123796207201141
17,1700.0,0.3120941418920593
18,1800.0,0.32207925039111435
19,1900.0,0.3264289607717062
20,2000.0,0.318506277836416
21,2100.0,0.3197260062118994
22,2200.0,0.3217360319737035
23,2300.0,0.3165716596272776
24,2400.0,0.32096601147046033
25,2500.0,0.31839465056954547
26,2600.0,0.3083205133799255
27,2700.0,0.3099534112442498
28,2800.0,0.31559640320188387
29,2900.0,0.3121397277359002
30,3000.0,0.3108448440041883
31,3100.0,0.31136036347242496
32,3200.0,0.32156985919399306
33,3300.0,0.3089255806862851
34,3400.0,0.3033376120629048
35,3500.0,0.3112994421930599
36,3600.0,0.31291825027663683
37,3700.0,0.3131831170629429
38,3800.0,0.30852972180406146
39,3900.0,0.2898550867439632
40,4000.0,0.2899503743560604
41,4100.0,0.2867831038430482
42,4200.0,0.2811836953295044
43,4300.0,0.2810814722386138
44,4400.0,0.2850045789590723
45,4500.0,0.2750308333221655
46,4600.0,0.2738382397056096
47,4700.0,0.27976721052887626
48,4800.0,0.2786378179668791
49,4900.0,0.269720502694153
50,5000.0,0.2655453922490365
51,5100.0,0.2740311090786464
52,5200.0,0.2748441052404893
53,5300.0,0.2755924146785661
54,5400.0,0.27392991151402735
55,5500.0,0.2681628102743119
56,5600.0,0.27266428707626555
57,5700.0,0.25576499267236424
58,5800.0,0.24744956970042695
59,5900.0,0.24950377175945448
60,6000.0,0.2517893110655936
61,6100.0,0.2565842362340896
62,6200.0,0.2492428428425092
63,6300.0,0.2538666452817841
64,6400.0,0.24916679291949376
65,6500.0,0.24545846230105697
66,6600.0,0.2421183137592248
67,6700.0,0.24835543255282647
68,6800.0,0.24981561999248222
69,6900.0,0.24544613961084755
70,7000.0,0.2456725495732973
71,7100.0,0.25094684190907973
72,7200.0,0.25656402859734234
73,7300.0,0.25142000060080866
74,7400.0,0.24344458142627637
75,7500.0,0.24906068866219733
76,7600.0,0.24639118192372955
77,7700.0,0.24735850552614777
78,7800.0,0.25618167550119453
79,7900.0,0.24938431253307522
80,8000.0,0.2531510169755531
81,8100.0,0.24845928946825763
82,8200.0,0.24945114164285612
83,8300.0,0.25090680144397376
84,8400.0,0.24699359096726697
85,8500.0,0.2509562320884166
86,8600.0,0.2581197383374829
87,8700.0,0.2603079761258591
88,8800.0,0.26421624005171535
89,8900.0,0.26123846371375053
90,9000.0,0.25703080929106187
91,9100.0,0.25067970368474035
92,9200.0,0.2466200310395092
93,9300.0,0.24297442220357537
94,9400.0,0.24342103759082992
95,9500.0,0.24146888255429175
96,9600.0,0.23841452990540044
97,9700.0,0.2383325247983174
98,9800.0,0.2443716841915787
99,9900.0,0.24804382018052604
