,epoch,loss
0,0.0,0.3417317050286875
1,100.0,0.3422319960926127
2,200.0,0.3358341118606218
3,300.0,0.340912796774979
4,400.0,0.33212564733413524
5,500.0,0.33549721493791324
6,600.0,0.33444013580887655
7,700.0,0.3375866148018847
8,800.0,0.3281591302396605
9,900.0,0.3279132532440873
10,1000.0,0.3260310280981313
11,1100.0,0.3145011200423708
12,1200.0,0.30761976938787705
13,1300.0,0.3058417232066296
14,1400.0,0.30277385147126634
15,1500.0,0.2968468491714203
16,1600.0,0.30657296901290504
17,1700.0,0.30065766847223563
18,1800.0,0.29819084172684107
19,1900.0,0.305473089864039
20,2000.0,0.3209032922567201
21,2100.0,0.32293111328355006
22,2200.0,0.32033348951561114
23,2300.0,0.31799734571709465
24,2400.0,0.31585936478357524
25,2500.0,0.3142598660495592
26,2600.0,0.30892610868056636
27,2700.0,0.3053351086908388
28,2800.0,0.30235114770716015
29,2900.0,0.31580468925181804
30,3000.0,0.3144764287526877
31,3100.0,0.312432968362964
32,3200.0,0.3122746564895951
33,3300.0,0.3067668012520198
34,3400.0,0.2981622837405298
35,3500.0,0.3017870027591836
36,3600.0,0.30071525506855434
37,3700.0,0.3028720120251523
38,3800.0,0.3158238024395628
39,3900.0,0.31964088549196396
40,4000.0,0.31014622403560504
41,4100.0,0.3105147203357593
42,4200.0,0.3001395074632512
43,4300.0,0.29060536190214065
44,4400.0,0.2932925179230625
45,4500.0,0.292065334324576
46,4600.0,0.2851443811689031
47,4700.0,0.28730005222280497
48,4800.0,0.29499586831195346
49,4900.0,0.28925270872581715
50,5000.0,0.2866641476621851
51,5100.0,0.28789015980203525
52,5200.0,0.28975456965749236
53,5300.0,0.2825996267383247
54,5400.0,0.27484579839593654
55,5500.0,0.2736373584189806
56,5600.0,0.2823154713854955
57,5700.0,0.2733183321449534
58,5800.0,0.27583634133758805
59,5900.0,0.27310975184634617
60,6000.0,0.26358835944407866
61,6100.0,0.2607019185843158
62,6200.0,0.2525241616121265
63,6300.0,0.2511557550281593
64,6400.0,0.2566485103882832
65,6500.0,0.25402765817464484
66,6600.0,0.2597366891071248
67,6700.0,0.25012108225247875
68,6800.0,0.25934796419037515
69,6900.0,0.2627244043474819
70,7000.0,0.2676621851699645
71,7100.0,0.2718282056146245
72,7200.0,0.2702001096620768
73,7300.0,0.27440684447243374
74,7400.0,0.27141807182229005
75,7500.0,0.27189020776974737
76,7600.0,0.2802209600648613
77,7700.0,0.2844718258614225
78,7800.0,0.2911797389782531
79,7900.0,0.29639425373868944
80,8000.0,0.2975245880022387
81,8100.0,0.3003191514088542
82,8200.0,0.29801340550863437
83,8300.0,0.29452337546794316
84,8400.0,0.29239892578296944
85,8500.0,0.2867408490670029
86,8600.0,0.2875874068067129
87,8700.0,0.29858317703702186
88,8800.0,0.30977602787425074
89,8900.0,0.30888930224887007
90,9000.0,0.3100328186385513
91,9100.0,0.3126075328924853
92,9200.0,0.3103910317722887
93,9300.0,0.3024654927988181
94,9400.0,0.3065648451697971
95,9500.0,0.3088824145492553
96,9600.0,0.30337630778363994
97,9700.0,0.301113127028012
98,9800.0,0.29976998171296565
99,9900.0,0.3040716423336674
100,10000.0,0.3041044969922057
101,10100.0,0.29500631688466067
102,10200.0,0.2870053733060755
103,10300.0,0.28865676783014804
104,10400.0,0.29225995360987195
